,DIAM_CIRCLE_IMAGEunique_values,counts
3752,56.65,2
3753,24.72,2
3754,56.62,2
3755,39.19,2
3756,49.43,2
3757,39.46,2
3758,31.1,2
3759,40.99,2
3760,34.63,2
3761,94.21,2
3762,47.21,2
3763,33.22,2
3764,44.14,2
3765,41.53,2
3766,38.67,2
3767,74.02,2
3768,36.5,2
3769,52.5,2
3770,42.31,2
3771,38.93,2
3772,68.12,2
3773,29.82,2
3774,52.09,2
3775,34.62,2
3776,46.81,2
3777,41.51,2
3778,62.21,2
3779,114.81,2
3780,35.73,2
3781,24.59,2
3782,30.13,2
3783,40.97,2
3784,40.03,2
3785,32.66,2
3786,43.81,2
3787,27.78,2
3788,98.7,2
3789,57.97,2
3790,42.64,2
3791,42.86,2
3792,57.03,2
3793,40.27,2
3794,54.33,2
3795,57.99,2
3796,49.49,2
3797,50.73,2
3798,64.76,2
3799,37.03,2
3800,30.09,2
3801,36.25,2
3802,35.65,2
3803,67.3,2
3804,64.79,2
3805,34.87,2
3806,39.91,2
3807,38.9,2
3808,55.04,2
3809,70.17,2
3810,35.28,2
3811,73.97,2
3812,69.42,2
3813,46.37,2
3814,46.54,2
3815,51.02,2
3816,43.02,2
3817,23.02,2
3818,35.68,2
3819,46.73,2
3820,37.99,2
3821,30.69,2
3822,41.72,2
3823,40.19,2
3824,38.64,2
3825,52.52,2
3826,39.43,2
3827,75.03,2
3828,72.11,2
3829,46.35,2
3830,36.66,2
3831,36.8,2
3832,51.87,2
3833,92.95,2
3834,34.34,2
3835,31.95,2
3836,40.88,2
3837,38.47,2
3838,38.53,2
3839,49.99,2
3840,41.41,2
3841,36.28,2
3842,50.55,2
3843,27.34,2
3844,50.95,2
3845,101.32,2
3846,45.07,2
3847,34.13,2
3848,50.42,2
3849,31.8,2
3850,35.12,2
3851,41.92,2
3852,38.13,2
3853,37.86,2
3854,47.78,2
3855,51.6,2
3856,54.31,2
3857,55.69,2
3858,28.07,2
3859,26.43,2
3860,29.73,2
3861,37.49,2
3862,56.66,2
3863,28.04,2
3864,26.33,2
3865,46.36,2
3866,50.37,2
3867,23.51,2
3868,50.48,2
3869,30.5,2
3870,59.58,2
3871,41.76,2
3872,33.82,2
3873,47.57,2
3874,51.79,2
3875,52.39,2
3876,50.13,2
3877,36.75,2
3878,63.48,2
3879,40.24,2
3880,51.77,2
3881,52.69,2
3882,53.31,2
3883,55.14,2
3884,45.26,2
3885,54.8,2
3886,65.96,2
3887,46.85,2
3888,34.48,2
3889,38.59,2
3890,48.97,2
3891,51.84,2
3892,47.58,2
3893,25.51,2
3894,75.56,2
3895,34.43,2
3896,36.15,2
3897,32.42,2
3898,52.28,2
3899,49.25,2
3900,38.24,2
3901,35.22,2
3902,53.59,2
3903,39.62,2
3904,41.11,2
3905,53.26,2
3906,42.62,2
3907,30.83,2
3908,42.13,2
3909,66.31,2
3910,42.52,2
3911,32.22,2
3912,69.63,2
3913,34.86,2
3914,30.22,2
3915,28.98,2
3916,49.76,2
3917,46.44,2
3918,58.0,2
3919,35.49,2
3920,35.3,2
3921,43.54,2
3922,25.34,2
3923,35.56,2
3924,60.34,2
3925,42.15,2
3926,34.06,2
3927,67.29,2
3928,53.9,2
3929,59.65,2
3930,33.5,2
3931,58.78,2
3932,28.91,2
3933,55.99,2
3934,67.97,2
3935,62.6,2
3936,49.14,2
3937,37.74,2
3938,45.36,2
3939,51.46,2
3940,44.7,2
3941,34.54,2
3942,31.07,2
3943,28.41,2
3944,29.83,2
3945,61.25,2
3946,51.09,2
3947,59.85,2
3948,57.95,2
3949,52.55,2
3950,38.58,2
3951,37.32,2
3952,31.3,2
3953,69.59,2
3954,41.36,2
3955,41.14,2
3956,55.83,2
3957,90.19,2
3958,33.03,2
3959,27.26,2
3960,60.6,2
3961,62.8,2
3962,44.2,2
3963,56.47,2
3964,55.63,2
3965,51.58,2
3966,39.98,2
3967,24.17,2
3968,36.59,2
3969,44.86,2
3970,55.22,2
3971,38.15,2
3972,53.27,2
3973,46.79,2
3974,41.39,2
3975,41.18,2
3976,59.55,2
3977,51.91,2
3978,44.88,2
3979,48.49,2
3980,44.21,2
3981,61.84,2
3982,33.75,2
3983,40.04,2
3984,53.05,2
3985,35.01,2
3986,38.35,2
3987,49.11,2
3988,49.39,2
3989,32.57,2
3990,75.82,2
3991,45.41,2
3992,42.72,2
3993,45.47,2
3994,64.29,2
3995,45.86,2
3996,65.8,2
3997,37.91,2
3998,44.01,2
3999,46.3,2
4000,45.31,2
4001,42.56,2
4002,50.91,2
4003,37.58,2
4004,30.54,2
4005,48.35,2
4006,55.24,2
4007,30.6,2
4008,60.09,2
4009,26.15,2
4010,50.89,2
4011,43.7,2
4012,81.89,2
4013,60.91,2
4014,57.37,2
4015,28.69,2
4016,24.08,2
4017,40.72,2
4018,64.12,2
4019,29.65,2
4020,44.0,2
4021,24.57,2
4022,32.64,2
4023,32.86,2
4024,42.08,2
4025,27.2,2
4026,36.02,2
4027,47.68,2
4028,29.18,2
4029,42.84,2
4030,40.7,2
4031,34.31,2
4032,58.73,2
4033,51.28,2
4034,22.57,2
4035,59.5,2
4036,61.11,2
4037,43.82,2
4038,40.79,2
4039,59.48,2
4040,25.26,2
4041,24.13,2
4042,47.11,2
4043,58.94,2
4044,90.27,2
4045,89.62,2
4046,31.29,2
4047,59.78,2
4048,78.18,2
4049,45.71,2
4050,34.93,2
4051,27.31,2
4052,39.35,2
4053,47.42,2
4054,30.27,2
4055,44.99,2
4056,77.43,2
4057,35.67,2
4058,43.65,2
4059,44.47,2
4060,42.71,2
4061,43.77,2
4062,32.98,2
4063,48.75,2
4064,54.73,2
4065,44.51,2
4066,56.45,2
4067,38.37,2
4068,49.98,2
4069,17.94,2
4070,76.16,2
4071,32.33,2
4072,36.39,2
4073,38.46,2
4074,37.95,2
4075,39.85,2
4076,39.52,2
4077,33.52,2
4078,45.79,2
4079,44.81,2
4080,50.01,2
4081,41.13,2
4082,20.59,2
4083,59.05,2
4084,25.0,2
4085,53.62,2
4086,32.79,2
4087,32.9,2
4088,39.48,2
4089,38.77,2
4090,50.9,2
4091,58.25,2
4092,41.96,2
4093,32.49,2
4094,49.22,2
4095,32.26,2
4096,45.01,2
4097,22.39,2
4098,48.54,2
4099,113.62,2
4100,26.98,2
4101,26.91,2
4102,35.48,2
4103,22.75,2
4104,61.01,2
4105,53.73,2
4106,58.4,2
4107,58.35,2
4108,43.63,2
4109,52.17,2
4110,49.61,2
4111,49.89,2
4112,45.29,2
4113,42.89,2
4114,32.03,2
4115,34.07,2
4116,66.46,2
4117,57.56,2
4118,34.6,2
4119,75.61,2
4120,46.47,2
4121,48.09,2
4122,43.68,2
4123,27.19,2
4124,45.39,2
4125,45.1,2
4126,46.45,2
4127,48.27,2
4128,68.82,2
4129,73.35,2
4130,46.97,2
4131,33.46,2
4132,82.64,2
4133,28.23,2
4134,39.27,2
4135,31.06,2
4136,47.04,2
4137,50.49,2
4138,52.23,2
4139,66.55,2
4140,26.09,2
4141,53.64,2
4142,51.15,2
4143,30.68,2
4144,25.48,2
4145,44.24,2
4146,58.03,2
4147,61.06,2
4148,39.16,2
4149,57.18,2
4150,30.8,2
4151,40.92,2
4152,66.81,2
4153,46.03,2
4154,73.51,2
4155,33.09,2
4156,34.23,2
4157,61.02,2
4158,33.19,2
4159,33.74,2
4160,54.9,2
4161,27.1,2
4162,54.51,2
4163,29.47,2
4164,66.63,2
4165,33.17,2
4166,40.45,2
4167,71.19,2
4168,52.04,2
4169,40.58,2
4170,36.93,2
4171,44.94,2
4172,57.81,2
4173,82.51,2
4174,61.87,2
4175,56.96,2
4176,55.37,2
4177,74.72,2
4178,29.62,2
4179,36.95,2
4180,47.99,2
4181,65.46,2
4182,44.42,2
4183,42.95,2
4184,58.92,2
4185,52.3,2
4186,33.59,2
4187,55.35,2
4188,22.91,2
4189,37.85,2
4190,48.56,2
4191,51.31,2
4192,34.57,2
4193,31.78,2
4194,43.4,2
4195,44.5,2
4196,25.22,2
4197,31.57,2
4198,55.09,2
4199,66.22,2
4200,32.25,2
4201,53.18,2
4202,43.89,2
4203,47.56,2
4204,59.24,2
4205,41.01,2
4206,34.68,2
4207,63.39,2
4208,33.11,2
4209,34.4,2
4210,44.12,2
4211,26.41,2
4212,30.18,2
4213,60.08,2
4214,53.12,2
4215,42.78,2
4216,62.55,2
4217,50.61,2
4218,26.13,2
4219,30.57,2
4220,50.66,2
4221,32.54,2
4222,36.55,2
4223,50.26,2
4224,56.02,2
4225,42.65,2
4226,36.4,2
4227,69.73,2
4228,38.6,2
4229,63.31,2
4230,47.6,2
4231,31.55,2
4232,27.65,2
4233,35.74,2
4234,33.04,2
4235,45.94,2
4236,49.44,2
4237,36.7,2
4238,63.81,2
4239,39.13,2
4240,63.86,2
4241,48.8,2
4242,48.74,2
4243,30.94,2
4244,39.26,2
4245,75.22,1
4246,42.82,1
4247,53.32,1
4248,130.34,1
4249,512.75,1
4250,171.07,1
4251,56.67,1
4252,29.9,1
4253,47.3,1
4254,33.53,1
4255,120.25,1
4256,48.61,1
4257,75.31,1
4258,301.99,1
4259,35.06,1
4260,78.87,1
4261,80.27,1
4262,53.3,1
4263,51.82,1
4264,101.04,1
4265,111.26,1
4266,47.84,1
4267,42.11,1
4268,79.58,1
4269,118.46,1
4270,58.49,1
4271,61.43,1
4272,43.95,1
4273,99.35,1
4274,117.94,1
4275,75.68,1
4276,276.56,1
4277,79.43,1
4278,63.27,1
4279,53.33,1
4280,62.27,1
4281,73.84,1
4282,48.11,1
4283,29.04,1
4284,82.23,1
4285,30.19,1
4286,36.1,1
4287,56.72,1
4288,47.16,1
4289,152.73,1
4290,95.85,1
4291,71.85,1
4292,38.86,1
4293,53.95,1
4294,45.98,1
4295,54.12,1
4296,77.72,1
4297,39.82,1
4298,27.16,1
4299,63.23,1
4300,49.85,1
4301,65.99,1
4302,87.96,1
4303,62.47,1
4304,63.96,1
4305,115.34,1
4306,85.07,1
4307,63.47,1
4308,118.24,1
4309,85.35,1
4310,57.83,1
4311,53.55,1
4312,97.5,1
4313,88.79,1
4314,65.58,1
4315,31.96,1
4316,65.83,1
4317,78.47,1
4318,76.97,1
4319,67.5,1
4320,67.17,1
4321,59.27,1
4322,44.98,1
4323,65.92,1
4324,39.59,1
4325,84.44,1
4326,27.04,1
4327,291.59,1
4328,34.95,1
4329,44.32,1
4330,98.01,1
4331,79.63,1
4332,37.46,1
4333,40.62,1
4334,83.92,1
4335,52.11,1
4336,68.72,1
4337,106.95,1
4338,130.09,1
4339,60.14,1
4340,68.99,1
4341,44.23,1
4342,46.28,1
4343,284.85,1
4344,131.42,1
4345,46.72,1
4346,38.11,1
4347,79.38,1
4348,38.39,1
4349,32.94,1
4350,56.09,1
4351,69.78,1
4352,49.95,1
4353,158.67,1
4354,53.17,1
4355,84.97,1
4356,65.08,1
4357,82.02,1
4358,76.49,1
4359,32.38,1
4360,63.53,1
4361,118.79,1
4362,57.13,1
4363,90.04,1
4364,49.9,1
4365,45.23,1
4366,36.43,1
4367,43.99,1
4368,57.62,1
4369,67.88,1
4370,51.38,1
4371,28.76,1
4372,49.8,1
4373,42.83,1
4374,42.67,1
4375,55.74,1
4376,45.99,1
4377,49.37,1
4378,44.29,1
4379,64.83,1
4380,51.74,1
4381,88.83,1
4382,65.16,1
4383,54.03,1
4384,75.5,1
4385,32.29,1
4386,83.02,1
4387,87.53,1
4388,44.27,1
4389,81.23,1
4390,38.87,1
4391,54.1,1
4392,76.13,1
4393,52.02,1
4394,79.87,1
4395,97.48,1
4396,70.11,1
4397,51.98,1
4398,150.68,1
4399,166.4,1
4400,67.12,1
4401,34.88,1
4402,53.11,1
4403,93.41,1
4404,96.9,1
4405,82.6,1
4406,65.62,1
4407,97.47,1
4408,37.41,1
4409,35.43,1
4410,54.82,1
4411,27.6,1
4412,58.51,1
4413,71.34,1
4414,57.17,1
4415,343.7,1
4416,38.42,1
4417,46.15,1
4418,46.1,1
4419,79.2,1
4420,69.57,1
4421,57.41,1
4422,91.77,1
4423,57.33,1
4424,59.7,1
4425,53.82,1
4426,52.24,1
4427,42.85,1
4428,26.87,1
4429,83.12,1
4430,33.97,1
4431,23.48,1
4432,427.15,1
4433,80.88,1
4434,44.82,1
4435,36.42,1
4436,47.1,1
4437,45.24,1
4438,65.13,1
4439,52.58,1
4440,92.53,1
4441,79.29,1
4442,47.98,1
4443,70.61,1
4444,40.64,1
4445,83.67,1
4446,48.89,1
4447,60.96,1
4448,40.49,1
4449,65.56,1
4450,43.36,1
4451,35.34,1
4452,69.48,1
4453,194.18,1
4454,59.62,1
4455,45.82,1
4456,61.93,1
4457,45.93,1
4458,34.81,1
4459,68.85,1
4460,185.32,1
4461,35.19,1
4462,65.2,1
4463,45.51,1
4464,66.58,1
4465,46.17,1
4466,64.44,1
4467,43.58,1
4468,43.14,1
4469,47.9,1
4470,79.62,1
4471,38.19,1
4472,62.84,1
4473,57.69,1
4474,106.53,1
4475,42.09,1
4476,37.01,1
4477,35.8,1
4478,32.28,1
4479,115.87,1
4480,57.16,1
4481,1096.65,1
4482,62.74,1
4483,77.04,1
4484,60.48,1
4485,71.99,1
4486,46.05,1
4487,47.95,1
4488,75.75,1
4489,311.68,1
4490,77.84,1
4491,189.85,1
4492,64.67,1
4493,114.38,1
4494,47.65,1
4495,49.62,1
4496,47.93,1
4497,50.21,1
4498,59.47,1
4499,43.62,1
4500,66.19,1
4501,65.25,1
4502,51.66,1
4503,216.87,1
4504,72.5,1
4505,101.83,1
4506,52.67,1
4507,87.22,1
4508,121.84,1
4509,41.04,1
4510,35.07,1
4511,56.82,1
4512,101.67,1
4513,66.48,1
4514,62.88,1
4515,81.83,1
4516,48.13,1
4517,37.52,1
4518,43.59,1
4519,117.64,1
4520,39.31,1
4521,112.89,1
4522,65.84,1
4523,51.16,1
4524,43.41,1
4525,87.34,1
4526,39.58,1
4527,34.28,1
4528,39.92,1
4529,59.77,1
4530,78.92,1
4531,53.81,1
4532,76.28,1
4533,45.27,1
4534,39.6,1
4535,40.51,1
4536,55.62,1
4537,47.35,1
4538,28.5,1
4539,82.4,1
4540,73.92,1
4541,56.86,1
4542,60.82,1
4543,48.48,1
4544,110.27,1
4545,110.23,1
4546,48.55,1
4547,62.48,1
4548,34.05,1
4549,55.71,1
4550,83.2,1
4551,158.19,1
4552,57.91,1
4553,27.77,1
4554,155.14,1
4555,138.53,1
4556,89.79,1
4557,72.48,1
4558,59.96,1
4559,69.04,1
4560,68.75,1
4561,48.15,1
4562,36.09,1
4563,83.05,1
4564,90.84,1
4565,53.85,1
4566,43.5,1
4567,72.86,1
4568,37.87,1
4569,51.4,1
4570,67.72,1
4571,134.99,1
4572,137.17,1
4573,49.58,1
4574,49.92,1
4575,141.33,1
4576,59.75,1
4577,31.86,1
4578,70.87,1
4579,69.13,1
4580,50.52,1
4581,29.59,1
4582,51.61,1
4583,51.89,1
4584,109.67,1
4585,46.92,1
4586,46.58,1
4587,70.71,1
4588,53.1,1
4589,67.14,1
4590,90.41,1
4591,89.85,1
4592,77.54,1
4593,42.54,1
4594,77.96,1
4595,167.19,1
4596,69.29,1
4597,341.1,1
4598,51.65,1
4599,63.38,1
4600,63.37,1
4601,61.38,1
4602,42.05,1
4603,63.54,1
4604,48.76,1
4605,53.21,1
4606,158.12,1
4607,61.37,1
4608,48.24,1
4609,101.72,1
4610,50.32,1
4611,63.02,1
4612,261.31,1
4613,40.56,1
4614,57.75,1
4615,53.15,1
4616,67.75,1
4617,67.62,1
4618,55.48,1
4619,61.12,1
4620,55.12,1
4621,40.11,1
4622,108.35,1
4623,196.68,1
4624,64.08,1
4625,32.47,1
4626,49.33,1
4627,59.93,1
4628,54.79,1
4629,400.95,1
4630,52.71,1
4631,34.76,1
4632,62.26,1
4633,57.5,1
4634,36.37,1
4635,89.1,1
4636,36.38,1
4637,114.19,1
4638,89.9,1
4639,35.18,1
4640,65.89,1
4641,65.61,1
4642,76.6,1
4643,80.58,1
4644,67.11,1
4645,113.96,1
4646,56.77,1
4647,46.8,1
4648,23.35,1
4649,61.81,1
4650,66.26,1
4651,66.24,1
4652,63.41,1
4653,63.59,1
4654,23.36,1
4655,43.11,1
4656,50.35,1
4657,58.56,1
4658,104.02,1
4659,59.44,1
4660,38.88,1
4661,126.84,1
4662,209.66,1
4663,69.69,1
4664,64.2,1
4665,58.69,1
4666,102.7,1
4667,30.52,1
4668,70.62,1
4669,47.36,1
4670,34.69,1
4671,35.9,1
4672,57.53,1
4673,45.28,1
4674,62.62,1
4675,74.98,1
4676,44.4,1
4677,57.88,1
4678,32.81,1
4679,89.16,1
4680,44.76,1
4681,95.0,1
4682,47.49,1
4683,44.17,1
4684,89.82,1
4685,88.66,1
4686,35.97,1
4687,40.15,1
4688,83.53,1
4689,53.46,1
4690,108.77,1
4691,53.29,1
4692,62.34,1
4693,34.3,1
4694,54.68,1
4695,101.78,1
4696,72.99,1
4697,34.84,1
4698,55.7,1
4699,62.54,1
4700,108.7,1
4701,56.06,1
4702,107.42,1
4703,52.49,1
4704,250.2,1
4705,45.4,1
4706,106.67,1
4707,71.69,1
4708,73.1,1
4709,88.91,1
4710,45.52,1
4711,81.95,1
4712,111.0,1
4713,100.04,1
4714,36.76,1
4715,36.63,1
4716,110.65,1
4717,43.64,1
4718,35.92,1
4719,43.86,1
4720,55.45,1
4721,55.05,1
4722,146.02,1
4723,82.82,1
4724,69.18,1
4725,67.18,1
4726,58.93,1
4727,61.76,1
4728,62.59,1
4729,62.41,1
4730,70.57,1
4731,98.09,1
4732,115.29,1
4733,228.67,1
4734,109.12,1
4735,69.75,1
4736,41.61,1
4737,71.31,1
4738,53.42,1
4739,53.08,1
4740,86.72,1
4741,325.8,1
4742,89.91,1
4743,78.08,1
4744,159.72,1
4745,90.92,1
4746,41.0,1
4747,67.61,1
4748,70.8,1
4749,39.28,1
4750,39.72,1
4751,57.27,1
4752,104.73,1
4753,33.57,1
4754,40.71,1
4755,26.44,1
4756,53.71,1
4757,95.72,1
4758,66.89,1
4759,129.49,1
4760,51.48,1
4761,57.73,1
4762,79.8,1
4763,189.46,1
4764,67.63,1
4765,81.0,1
4766,53.72,1
4767,74.82,1
4768,34.25,1
4769,72.74,1
4770,68.29,1
4771,55.33,1
4772,39.78,1
4773,100.78,1
4774,220.3,1
4775,134.51,1
4776,36.87,1
4777,31.75,1
4778,32.31,1
4779,80.67,1
4780,78.11,1
4781,69.0,1
4782,62.91,1
4783,62.09,1
4784,72.49,1
4785,56.4,1
4786,83.78,1
4787,124.51,1
4788,31.83,1
4789,69.46,1
4790,66.25,1
4791,90.64,1
4792,60.07,1
4793,52.89,1
4794,48.85,1
4795,69.9,1
4796,37.97,1
4797,31.18,1
4798,102.96,1
4799,101.53,1
4800,67.79,1
4801,47.05,1
4802,81.03,1
4803,104.96,1
4804,117.96,1
4805,85.53,1
4806,28.42,1
4807,69.49,1
4808,141.86,1
4809,64.81,1
4810,99.97,1
4811,114.89,1
4812,36.23,1
4813,64.71,1
4814,71.21,1
4815,53.65,1
4816,22.12,1
4817,67.68,1
4818,101.45,1
4819,38.28,1
4820,32.46,1
4821,72.3,1
4822,115.99,1
4823,84.66,1
4824,59.4,1
4825,32.07,1
4826,73.29,1
4827,41.8,1
4828,57.92,1
4829,49.6,1
4830,297.92,1
4831,103.54,1
4832,69.38,1
4833,75.19,1
4834,74.81,1
4835,153.89,1
4836,73.32,1
4837,78.63,1
4838,55.38,1
4839,66.64,1
4840,73.4,1
4841,39.09,1
4842,57.19,1
4843,75.88,1
4844,51.24,1
4845,119.54,1
4846,46.65,1
4847,46.95,1
4848,74.62,1
4849,75.04,1
4850,63.78,1
4851,39.57,1
4852,95.24,1
4853,82.98,1
4854,31.98,1
4855,55.56,1
4856,92.3,1
4857,69.35,1
4858,57.43,1
4859,39.96,1
4860,56.42,1
4861,39.79,1
4862,60.28,1
4863,78.6,1
4864,56.1,1
4865,55.49,1
4866,88.54,1
4867,68.51,1
4868,275.96,1
4869,86.43,1
4870,107.65,1
4871,50.94,1
4872,76.26,1
4873,78.43,1
4874,71.39,1
4875,70.56,1
4876,38.34,1
4877,60.78,1
4878,39.14,1
4879,39.36,1
4880,72.75,1
4881,62.86,1
4882,86.24,1
4883,83.23,1
4884,27.54,1
4885,467.25,1
4886,63.77,1
4887,92.1,1
4888,37.75,1
4889,46.04,1
4890,198.81,1
4891,50.82,1
4892,126.62,1
4893,70.4,1
4894,35.32,1
4895,78.84,1
4896,65.44,1
4897,71.4,1
4898,203.96,1
4899,38.8,1
4900,53.99,1
4901,30.04,1
4902,61.41,1
4903,74.52,1
4904,49.15,1
4905,48.14,1
4906,185.46,1
4907,66.37,1
4908,52.72,1
4909,43.15,1
4910,95.08,1
4911,41.57,1
4912,32.93,1
4913,112.46,1
4914,41.66,1
4915,37.37,1
4916,56.36,1
4917,45.58,1
4918,90.35,1
4919,45.6,1
4920,35.75,1
4921,125.26,1
4922,56.14,1
4923,105.58,1
4924,35.77,1
4925,68.94,1
4926,72.57,1
4927,45.67,1
4928,43.52,1
4929,84.85,1
4930,201.71,1
4931,48.36,1
4932,53.49,1
4933,43.42,1
4934,68.68,1
4935,95.22,1
4936,47.12,1
4937,76.66,1
4938,55.26,1
4939,30.14,1
4940,63.8,1
4941,58.48,1
4942,74.0,1
4943,32.78,1
4944,182.07,1
4945,36.84,1
4946,69.81,1
4947,74.43,1
4948,131.52,1
4949,51.76,1
4950,61.34,1
4951,36.3,1
4952,36.2,1
4953,201.29,1
4954,119.61,1
4955,105.33,1
4956,68.19,1
4957,39.8,1
4958,50.04,1
4959,90.42,1
4960,52.05,1
4961,37.04,1
4962,340.12,1
4963,63.92,1
4964,43.78,1
4965,106.28,1
4966,43.22,1
4967,114.06,1
4968,80.17,1
4969,32.6,1
4970,60.43,1
4971,73.18,1
4972,52.86,1
4973,45.04,1
4974,65.69,1
4975,58.81,1
4976,59.19,1
4977,53.51,1
4978,199.06,1
4979,54.17,1
4980,97.05,1
4981,62.14,1
4982,60.04,1
4983,67.48,1
4984,97.45,1
4985,94.97,1
4986,376.35,1
4987,83.96,1
4988,134.22,1
4989,40.52,1
4990,69.31,1
4991,54.32,1
4992,109.42,1
4993,94.67,1
4994,63.09,1
4995,49.18,1
4996,74.01,1
