,DIAM_CIRCLE_IMAGEunique_values,counts
4997,54.55,1
4998,64.39,1
4999,64.11,1
5000,38.78,1
5001,71.93,1
5002,51.36,1
5003,39.63,1
5004,91.91,1
5005,91.09,1
5006,130.26,1
5007,82.55,1
5008,82.95,1
5009,65.86,1
5010,57.31,1
5011,67.21,1
5012,45.45,1
5013,121.51,1
5014,50.4,1
5015,154.08,1
5016,32.45,1
5017,109.97,1
5018,72.36,1
5019,37.57,1
5020,42.88,1
5021,91.07,1
5022,48.59,1
5023,48.41,1
5024,90.22,1
5025,63.94,1
5026,93.62,1
5027,120.23,1
5028,47.19,1
5029,67.02,1
5030,41.78,1
5031,41.22,1
5032,31.69,1
5033,80.06,1
5034,45.03,1
5035,55.16,1
5036,66.97,1
5037,83.89,1
5038,83.61,1
5039,38.71,1
5040,120.52,1
5041,60.49,1
5042,51.06,1
5043,29.74,1
5044,279.11,1
5045,52.46,1
5046,84.21,1
5047,31.2,1
5048,119.72,1
5049,52.16,1
5050,42.63,1
5051,52.84,1
5052,77.95,1
5053,68.91,1
5054,59.46,1
5055,60.61,1
5056,123.2,1
5057,54.48,1
5058,58.13,1
5059,91.82,1
5060,45.09,1
5061,44.06,1
5062,84.71,1
5063,33.91,1
5064,67.98,1
5065,33.99,1
5066,64.43,1
5067,59.21,1
5068,39.24,1
5069,40.55,1
5070,66.47,1
5071,52.43,1
5072,96.69,1
5073,48.01,1
5074,50.69,1
5075,49.75,1
5076,68.41,1
5077,44.25,1
5078,83.72,1
5079,83.14,1
5080,42.87,1
5081,111.46,1
5082,60.53,1
5083,33.39,1
5084,48.47,1
5085,51.81,1
5086,51.83,1
5087,59.52,1
5088,77.45,1
5089,77.05,1
5090,60.01,1
5091,68.59,1
5092,33.26,1
5093,39.2,1
5094,408.23,1
5095,51.22,1
5096,63.17,1
5097,31.76,1
5098,50.19,1
5099,222.88,1
5100,79.48,1
5101,79.02,1
5102,55.32,1
5103,76.55,1
5104,69.09,1
5105,59.36,1
5106,84.76,1
5107,90.69,1
5108,168.77,1
5109,103.62,1
5110,62.2,1
5111,51.78,1
5112,53.43,1
5113,46.16,1
5114,33.61,1
5115,152.66,1
5116,24.33,1
5117,45.14,1
5118,50.39,1
5119,100.63,1
5120,48.32,1
5121,152.09,1
5122,79.3,1
5123,144.3,1
5124,32.99,1
5125,146.18,1
5126,67.9,1
5127,57.6,1
5128,82.36,1
5129,82.14,1
5130,39.44,1
5131,62.12,1
5132,41.93,1
5133,67.56,1
5134,152.35,1
5135,42.37,1
5136,74.86,1
5137,67.53,1
5138,63.14,1
5139,75.44,1
5140,63.36,1
5141,37.43,1
5142,76.45,1
5143,46.34,1
5144,103.87,1
5145,91.43,1
5146,55.78,1
5147,48.66,1
5148,96.12,1
5149,37.92,1
5150,37.6,1
5151,93.76,1
5152,44.75,1
5153,34.32,1
5154,48.91,1
5155,64.22,1
5156,67.07,1
5157,35.94,1
5158,38.06,1
5159,46.32,1
5160,47.69,1
5161,98.24,1
5162,72.78,1
5163,79.36,1
5164,42.19,1
5165,85.79,1
5166,60.39,1
5167,42.02,1
5168,32.4,1
5169,43.46,1
5170,60.88,1
5171,59.89,1
5172,38.51,1
5173,78.76,1
5174,55.9,1
5175,104.08,1
5176,42.97,1
5177,30.23,1
5178,120.58,1
5179,195.17,1
5180,42.27,1
5181,44.26,1
5182,71.42,1
5183,45.87,1
5184,78.35,1
5185,49.88,1
5186,110.07,1
5187,35.16,1
5188,139.06,1
5189,80.38,1
5190,41.81,1
5191,69.47,1
5192,77.23,1
5193,77.27,1
5194,74.91,1
5195,97.7,1
5196,122.08,1
5197,80.1,1
5198,35.0,1
5199,80.9,1
5200,70.02,1
5201,38.82,1
5202,40.54,1
5203,91.01,1
5204,53.76,1
5205,69.92,1
5206,167.33,1
5207,71.2,1
5208,77.73,1
5209,49.0,1
5210,75.17,1
5211,57.06,1
5212,46.18,1
5213,56.94,1
5214,74.58,1
5215,51.43,1
5216,56.0,1
5217,56.04,1
5218,52.37,1
5219,79.85,1
5220,56.24,1
5221,50.75,1
5222,34.39,1
5223,65.98,1
5224,75.58,1
5225,197.08,1
5226,60.21,1
5227,68.03,1
5228,41.21,1
5229,85.24,1
5230,60.58,1
5231,64.6,1
5232,63.26,1
5233,49.94,1
5234,40.42,1
5235,44.28,1
5236,38.03,1
5237,202.25,1
5238,57.38,1
5239,36.86,1
5240,50.83,1
5241,48.96,1
5242,49.52,1
5243,85.26,1
5244,51.99,1
5245,80.13,1
5246,78.1,1
5247,105.49,1
5248,93.84,1
5249,37.67,1
5250,42.53,1
5251,37.26,1
5252,59.39,1
5253,92.52,1
5254,87.18,1
5255,83.29,1
5256,37.64,1
5257,110.8,1
5258,47.54,1
5259,211.23,1
5260,26.68,1
5261,48.23,1
5262,98.86,1
5263,109.96,1
5264,52.1,1
5265,99.02,1
5266,105.4,1
5267,42.22,1
5268,55.64,1
5269,57.4,1
5270,101.09,1
5271,45.13,1
5272,57.68,1
5273,55.13,1
5274,59.08,1
5275,50.34,1
5276,300.36,1
5277,46.24,1
5278,121.83,1
5279,44.9,1
5280,48.4,1
5281,123.31,1
5282,55.91,1
5283,61.72,1
5284,76.73,1
5285,48.77,1
5286,71.76,1
5287,60.54,1
5288,42.07,1
5289,34.89,1
5290,88.19,1
5291,51.97,1
5292,63.51,1
5293,49.19,1
5294,56.85,1
5295,135.65,1
5296,98.04,1
5297,58.72,1
5298,99.08,1
5299,75.36,1
5300,60.76,1
5301,97.96,1
5302,50.25,1
5303,78.85,1
5304,236.06,1
5305,52.87,1
5306,78.52,1
5307,326.77,1
5308,69.24,1
5309,69.26,1
5310,34.8,1
5311,63.28,1
5312,31.35,1
5313,181.31,1
5314,90.99,1
5315,93.36,1
5316,41.73,1
5317,55.66,1
5318,59.13,1
5319,66.3,1
5320,30.56,1
5321,82.89,1
5322,223.02,1
5323,60.06,1
5324,82.26,1
5325,111.11,1
5326,81.56,1
5327,113.83,1
5328,67.91,1
5329,47.5,1
5330,52.27,1
5331,56.76,1
5332,88.56,1
5333,44.41,1
5334,40.43,1
5335,34.26,1
5336,39.21,1
5337,53.52,1
5338,31.21,1
5339,58.65,1
5340,66.07,1
5341,95.75,1
5342,27.08,1
5343,70.73,1
5344,53.23,1
5345,42.46,1
5346,42.29,1
5347,36.35,1
5348,44.31,1
5349,45.69,1
5350,97.23,1
5351,71.46,1
5352,32.83,1
5353,100.72,1
5354,47.53,1
5355,62.11,1
5356,78.46,1
5357,40.37,1
5358,97.36,1
5359,58.55,1
5360,83.34,1
5361,130.81,1
5362,109.51,1
5363,41.86,1
5364,48.25,1
5365,50.86,1
5366,107.36,1
5367,59.45,1
5368,81.01,1
5369,100.82,1
5370,49.97,1
5371,49.03,1
5372,95.8,1
5373,312.44,1
5374,90.38,1
5375,62.17,1
5376,30.87,1
5377,47.97,1
5378,57.29,1
5379,34.96,1
5380,92.75,1
5381,54.93,1
5382,86.8,1
5383,68.7,1
5384,41.89,1
5385,102.41,1
5386,51.3,1
5387,70.52,1
5388,110.08,1
5389,256.86,1
5390,77.8,1
5391,120.81,1
5392,43.73,1
5393,81.26,1
5394,84.17,1
5395,54.87,1
5396,53.77,1
5397,64.91,1
5398,80.49,1
5399,59.95,1
5400,84.67,1
5401,45.81,1
5402,23.75,1
5403,60.0,1
5404,33.33,1
5405,53.66,1
5406,56.29,1
5407,127.78,1
5408,55.07,1
5409,77.79,1
5410,94.5,1
5411,69.68,1
5412,34.18,1
5413,68.08,1
5414,68.42,1
5415,116.15,1
5416,165.98,1
5417,44.19,1
5418,75.52,1
5419,77.08,1
5420,49.02,1
5421,69.27,1
5422,61.04,1
5423,44.95,1
5424,44.55,1
5425,93.69,1
5426,88.13,1
5427,29.72,1
5428,45.11,1
5429,63.5,1
5430,52.77,1
5431,58.45,1
5432,58.05,1
5433,83.49,1
5434,51.41,1
5435,68.32,1
5436,84.24,1
5437,75.45,1
5438,58.22,1
5439,37.9,1
5440,91.47,1
5441,56.21,1
5442,47.75,1
5443,110.86,1
5444,102.66,1
5445,91.22,1
5446,91.53,1
5447,67.06,1
5448,80.26,1
5449,33.67,1
5450,60.03,1
5451,43.06,1
5452,88.87,1
5453,65.09,1
5454,41.07,1
5455,41.37,1
5456,41.38,1
5457,94.25,1
5458,36.36,1
5459,44.22,1
5460,44.78,1
5461,53.7,1
5462,42.48,1
5463,43.18,1
5464,105.29,1
5465,165.23,1
5466,93.81,1
5467,34.9,1
5468,51.0,1
5469,37.65,1
5470,68.77,1
5471,44.44,1
5472,68.73,1
5473,148.78,1
5474,54.07,1
5475,61.48,1
5476,134.81,1
5477,62.67,1
5478,40.57,1
5479,32.11,1
5480,32.39,1
5481,159.16,1
5482,49.47,1
5483,49.53,1
5484,61.14,1
5485,51.69,1
5486,80.65,1
5487,54.77,1
5488,47.46,1
5489,86.64,1
5490,65.23,1
5491,70.09,1
5492,44.09,1
5493,46.38,1
5494,39.15,1
5495,75.84,1
5496,48.08,1
5497,75.16,1
5498,99.07,1
5499,57.1,1
5500,37.28,1
5501,122.64,1
5502,71.41,1
5503,88.93,1
5504,76.21,1
5505,179.62,1
5506,176.38,1
5507,43.23,1
5508,54.38,1
5509,75.15,1
5510,28.35,1
5511,47.4,1
5512,55.65,1
5513,116.83,1
5514,108.49,1
5515,93.64,1
5516,51.08,1
5517,37.78,1
5518,87.74,1
5519,52.14,1
5520,98.07,1
5521,74.2,1
5522,31.71,1
5523,89.4,1
5524,89.6,1
5525,57.32,1
5526,79.45,1
5527,65.48,1
5528,65.73,1
5529,56.52,1
5530,70.59,1
5531,54.04,1
5532,115.2,1
5533,61.61,1
5534,43.24,1
5535,61.89,1
5536,75.89,1
5537,90.97,1
5538,56.05,1
5539,49.59,1
5540,49.41,1
5541,77.12,1
5542,46.19,1
5543,78.88,1
5544,43.27,1
5545,35.17,1
5546,54.13,1
5547,75.35,1
5548,44.03,1
5549,75.65,1
5550,179.06,1
5551,82.28,1
5552,29.38,1
5553,64.97,1
5554,81.99,1
5555,40.28,1
5556,44.08,1
5557,117.95,1
5558,36.65,1
5559,89.43,1
5560,21.99,1
5561,109.26,1
5562,30.11,1
5563,43.66,1
5564,30.39,1
5565,199.13,1
5566,74.74,1
5567,74.35,1
5568,57.54,1
5569,61.4,1
5570,78.67,1
5571,65.47,1
5572,59.64,1
5573,58.2,1
5574,33.2,1
5575,33.3,1
5576,60.24,1
5577,81.74,1
5578,44.59,1
5579,87.71,1
5580,45.76,1
5581,37.45,1
5582,73.05,1
5583,64.59,1
5584,42.16,1
5585,48.38,1
5586,94.81,1
5587,52.79,1
5588,85.5,1
5589,54.43,1
5590,35.62,1
5591,285.14,1
5592,79.6,1
5593,93.38,1
5594,79.4,1
5595,65.0,1
5596,29.76,1
5597,86.21,1
5598,38.4,1
5599,44.53,1
5600,56.88,1
5601,53.57,1
5602,33.66,1
5603,91.5,1
5604,83.24,1
5605,99.92,1
5606,107.12,1
5607,52.56,1
5608,94.62,1
5609,77.29,1
5610,40.93,1
5611,116.3,1
5612,86.26,1
5613,31.47,1
5614,86.2,1
5615,128.54,1
5616,71.09,1
5617,32.14,1
5618,164.84,1
5619,91.75,1
5620,49.78,1
5621,27.01,1
5622,46.64,1
5623,55.15,1
5624,79.82,1
5625,106.24,1
5626,68.2,1
5627,51.47,1
5628,64.55,1
5629,63.18,1
5630,90.45,1
5631,40.87,1
5632,89.68,1
5633,66.09,1
5634,79.79,1
5635,101.85,1
5636,66.74,1
5637,90.11,1
5638,66.72,1
5639,74.03,1
5640,66.28,1
5641,152.9,1
5642,97.17,1
5643,44.56,1
5644,46.4,1
5645,47.08,1
5646,59.66,1
5647,63.57,1
5648,93.79,1
5649,41.67,1
5650,42.01,1
5651,34.29,1
5652,83.91,1
5653,52.97,1
5654,79.75,1
5655,59.33,1
5656,62.56,1
5657,63.52,1
5658,153.63,1
5659,54.19,1
5660,59.09,1
5661,82.1,1
5662,54.4,1
5663,45.35,1
5664,82.07,1
5665,36.69,1
5666,41.94,1
5667,40.06,1
5668,83.43,1
5669,50.16,1
5670,100.1,1
5671,60.68,1
5672,56.26,1
5673,118.82,1
5674,77.0,1
5675,33.12,1
5676,63.15,1
5677,22.95,1
5678,37.81,1
5679,41.33,1
5680,76.06,1
5681,77.94,1
5682,55.89,1
5683,63.07,1
5684,31.59,1
5685,60.4,1
5686,50.3,1
5687,90.3,1
5688,85.27,1
5689,42.49,1
5690,51.63,1
5691,61.52,1
5692,92.97,1
5693,128.7,1
5694,64.65,1
5695,76.44,1
5696,91.86,1
5697,91.64,1
5698,144.01,1
5699,100.65,1
5700,68.06,1
5701,37.68,1
5702,30.49,1
5703,43.28,1
5704,60.27,1
5705,53.25,1
5706,67.16,1
5707,69.95,1
5708,34.56,1
5709,21.44,1
5710,72.47,1
5711,103.71,1
5712,52.41,1
5713,62.46,1
5714,42.32,1
5715,69.7,1
5716,107.31,1
5717,42.81,1
5718,95.48,1
5719,86.38,1
5720,58.7,1
5721,49.68,1
5722,63.64,1
5723,55.36,1
5724,301.83,1
5725,58.63,1
5726,93.26,1
5727,34.15,1
5728,42.06,1
5729,87.88,1
5730,88.14,1
5731,88.36,1
5732,45.38,1
5733,53.47,1
5734,63.71,1
5735,31.77,1
5736,53.53,1
5737,71.7,1
5738,47.22,1
5739,59.92,1
5740,40.91,1
5741,46.62,1
5742,41.03,1
5743,113.78,1
5744,91.74,1
5745,68.34,1
5746,56.38,1
5747,174.55,1
5748,113.73,1
5749,164.14,1
5750,83.93,1
5751,115.46,1
5752,153.68,1
5753,51.26,1
5754,52.15,1
5755,63.21,1
5756,51.54,1
5757,48.43,1
5758,46.33,1
5759,41.45,1
5760,167.57,1
5761,68.66,1
5762,136.66,1
5763,106.22,1
5764,63.22,1
5765,61.78,1
5766,99.23,1
5767,198.54,1
5768,35.31,1
5769,53.94,1
5770,41.71,1
5771,68.24,1
5772,66.56,1
5773,150.81,1
5774,86.63,1
5775,37.36,1
5776,103.99,1
5777,89.53,1
5778,77.34,1
5779,48.3,1
5780,62.4,1
5781,69.33,1
5782,60.32,1
5783,43.48,1
5784,81.16,1
5785,42.41,1
5786,42.18,1
5787,27.07,1
5788,65.93,1
5789,133.59,1
5790,62.82,1
5791,35.05,1
5792,222.31,1
5793,64.07,1
5794,98.44,1
5795,32.63,1
5796,66.67,1
5797,119.27,1
5798,55.5,1
5799,74.13,1
5800,60.85,1
5801,43.49,1
5802,53.19,1
5803,44.15,1
5804,42.9,1
5805,70.08,1
5806,108.03,1
5807,52.8,1
5808,195.43,1
5809,64.46,1
5810,100.24,1
5811,70.15,1
5812,39.73,1
5813,45.78,1
5814,64.51,1
5815,108.5,1
5816,38.89,1
5817,95.6,1
5818,56.17,1
5819,38.74,1
5820,77.6,1
5821,124.39,1
5822,40.33,1
5823,54.89,1
5824,31.09,1
5825,45.62,1
5826,46.11,1
5827,175.21,1
5828,43.47,1
5829,102.85,1
5830,80.2,1
5831,42.66,1
5832,46.39,1
5833,116.07,1
5834,41.79,1
5835,178.9,1
5836,74.63,1
5837,358.72,1
5838,98.58,1
5839,40.17,1
5840,48.98,1
5841,33.71,1
5842,76.75,1
5843,45.77,1
5844,48.63,1
5845,148.51,1
5846,50.02,1
5847,70.35,1
5848,71.68,1
5849,65.49,1
5850,65.01,1
5851,58.59,1
5852,61.7,1
5853,61.8,1
5854,44.85,1
5855,37.19,1
5856,43.51,1
5857,86.77,1
5858,88.05,1
5859,49.32,1
5860,69.07,1
5861,52.47,1
5862,131.55,1
5863,42.99,1
5864,71.48,1
5865,63.35,1
5866,624.5,1
5867,263.35,1
5868,43.94,1
5869,26.56,1
5870,41.91,1
5871,63.19,1
5872,36.49,1
5873,49.74,1
5874,46.56,1
5875,38.2,1
5876,45.65,1
5877,34.79,1
5878,56.37,1
5879,37.39,1
5880,60.73,1
5881,57.72,1
5882,23.01,1
5883,82.41,1
5884,111.97,1
5885,51.37,1
5886,32.2,1
5887,47.31,1
5888,81.12,1
5889,260.85,1
5890,58.54,1
5891,53.75,1
5892,54.85,1
5893,45.57,1
5894,37.11,1
5895,104.69,1
5896,47.86,1
5897,78.5,1
5898,59.99,1
5899,43.01,1
5900,40.32,1
5901,40.83,1
5902,39.47,1
5903,40.44,1
5904,54.11,1
5905,108.52,1
5906,125.14,1
5907,49.3,1
5908,67.24,1
5909,67.26,1
5910,76.54,1
5911,88.48,1
5912,127.14,1
5913,53.36,1
5914,60.25,1
5915,45.48,1
5916,105.31,1
5917,58.91,1
5918,107.08,1
5919,35.14,1
5920,64.26,1
5921,61.27,1
5922,47.32,1
5923,42.7,1
5924,42.8,1
5925,86.16,1
5926,50.17,1
5927,108.47,1
5928,123.28,1
5929,65.65,1
5930,61.88,1
5931,72.14,1
5932,58.09,1
5933,145.56,1
5934,36.11,1
5935,73.09,1
5936,49.73,1
5937,1164.22,1
5938,47.41,1
5939,49.28,1
5940,76.1,1
5941,76.9,1
5942,87.06,1
5943,62.78,1
5944,86.39,1
5945,77.15,1
5946,81.37,1
5947,65.04,1
5948,56.87,1
5949,46.94,1
5950,73.56,1
5951,173.7,1
5952,72.46,1
5953,42.25,1
5954,58.61,1
5955,108.16,1
5956,43.97,1
5957,84.75,1
5958,37.79,1
5959,58.37,1
5960,93.03,1
5961,54.59,1
5962,54.41,1
5963,43.07,1
5964,35.89,1
5965,50.97,1
5966,40.81,1
5967,41.19,1
5968,50.03,1
5969,108.72,1
5970,72.66,1
5971,115.7,1
5972,56.12,1
5973,59.54,1
5974,31.65,1
5975,50.27,1
5976,48.78,1
5977,101.56,1
5978,121.1,1
5979,94.01,1
5980,198.97,1
5981,53.91,1
5982,57.7,1
5983,87.89,1
5984,34.08,1
5985,70.97,1
5986,73.33,1
5987,101.81,1
5988,43.31,1
5989,42.69,1
5990,43.04,1
5991,72.23,1
5992,52.85,1
5993,75.06,1
5994,108.05,1
5995,118.8,1
5996,69.52,1
5997,51.56,1
5998,46.61,1
5999,43.93,1
6000,34.04,1
6001,65.07,1
6002,39.34,1
6003,62.49,1
6004,41.29,1
6005,47.48,1
6006,79.12,1
6007,19.06,1
6008,39.69,1
6009,47.13,1
6010,76.89,1
6011,76.61,1
6012,65.55,1
6013,80.42,1
6014,86.94,1
6015,46.91,1
6016,54.26,1
6017,50.68,1
6018,57.48,1
6019,42.75,1
6020,37.3,1
6021,82.71,1
6022,53.84,1
6023,54.86,1
6024,75.83,1
6025,109.07,1
6026,52.13,1
6027,128.1,1
6028,78.73,1
6029,43.53,1
6030,50.36,1
6031,87.81,1
6032,39.01,1
6033,37.18,1
6034,101.39,1
6035,171.5,1
6036,49.66,1
6037,29.39,1
6038,60.83,1
6039,121.34,1
6040,62.58,1
6041,49.34,1
6042,88.49,1
6043,48.31,1
6044,31.14,1
6045,44.39,1
6046,41.69,1
6047,56.35,1
6048,78.77,1
6049,256.45,1
6050,39.06,1
6051,81.72,1
6052,90.48,1
6053,61.71,1
6054,72.17,1
6055,55.88,1
6056,96.63,1
6057,51.33,1
6058,56.3,1
6059,42.44,1
6060,43.56,1
6061,53.87,1
6062,76.85,1
6063,49.77,1
6064,108.57,1
6065,76.15,1
6066,38.94,1
6067,47.66,1
6068,65.12,1
6069,218.39,1
6070,47.34,1
6071,60.75,1
6072,87.78,1
6073,50.54,1
6074,30.71,1
6075,88.99,1
6076,88.51,1
6077,98.29,1
6078,57.65,1
6079,47.8,1
6080,51.7,1
6081,32.1,1
6082,64.3,1
6083,136.44,1
6084,22.78,1
6085,81.28,1
6086,144.04,1
6087,45.16,1
6088,82.96,1
6089,86.65,1
6090,58.33,1
6091,45.68,1
6092,57.74,1
6093,91.4,1
6094,40.59,1
6095,66.1,1
6096,215.11,1
6097,176.78,1
6098,84.28,1
6099,137.65,1
6100,137.35,1
6101,54.24,1
6102,46.13,1
6103,70.67,1
6104,74.08,1
6105,52.12,1
6106,91.32,1
6107,53.97,1
6108,42.26,1
6109,36.99,1
6110,63.76,1
6111,87.38,1
6112,69.08,1
6113,71.05,1
6114,53.5,1
6115,28.32,1
6116,47.73,1
6117,101.74,1
6118,66.15,1
6119,161.37,1
6120,61.62,1
6121,52.25,1
6122,50.0,1
6123,44.07,1
6124,32.12,1
6125,445.76,1
6126,93.04,1
6127,82.99,1
6128,55.94,1
6129,48.57,1
6130,62.15,1
6131,75.3,1
6132,73.86,1
6133,67.86,1
6134,136.65,1
6135,100.51,1
6136,30.25,1
6137,51.23,1
6138,38.12,1
6139,30.08,1
6140,58.9,1
6141,68.45,1
6142,114.73,1
6143,67.15,1
6144,63.79,1
6145,38.83,1
6146,68.95,1
6147,44.93,1
6148,74.23,1
6149,74.27,1
6150,52.76,1
6151,112.47,1
6152,147.31,1
6153,46.6,1
6154,64.27,1
6155,87.28,1
6156,61.55,1
6157,92.49,1
6158,50.62,1
6159,52.91,1
6160,66.65,1
6161,34.35,1
6162,43.74,1
6163,59.98,1
6164,54.15,1
6165,27.05,1
6166,40.96,1
6167,58.62,1
6168,93.47,1
6169,58.14,1
6170,56.78,1
6171,94.51,1
6172,95.54,1
6173,49.31,1
6174,41.7,1
6175,36.72,1
6176,47.09,1
6177,174.97,1
6178,42.94,1
6179,72.98,1
6180,77.9,1
6181,54.88,1
6182,58.84,1
6183,36.79,1
6184,62.71,1
6185,72.73,1
6186,45.84,1
6187,40.53,1
6188,57.39,1
6189,57.11,1
6190,88.97,1
6191,45.3,1
6192,45.2,1
6193,43.05,1
6194,64.48,1
6195,145.21,1
6196,47.37,1
6197,50.23,1
6198,73.89,1
6199,58.16,1
6200,60.74,1
6201,54.92,1
6202,96.09,1
6203,31.9,1
6204,120.9,1
6205,62.52,1
6206,107.18,1
6207,53.41,1
6208,50.72,1
6209,50.28,1
6210,77.65,1
6211,63.84,1
6212,35.85,1
6213,84.38,1
6214,39.17,1
6215,57.89,1
6216,49.07,1
6217,41.25,1
6218,37.82,1
6219,36.01,1
6220,60.05,1
6221,156.58,1
6222,43.3,1
6223,69.2,1
6224,143.65,1
6225,78.0,1
6226,56.48,1
6227,95.26,1
6228,61.18,1
6229,50.77,1
6230,55.1,1
6231,73.83,1
6232,100.69,1
6233,57.04,1
6234,81.69,1
6235,115.47,1
6236,52.9,1
6237,65.18,1
6238,64.82,1
6239,65.79,1
